Tên công việc,Công ty,Bằng cấp,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Số lượng,Yêu cầu,Link
Nhân Viên Quản Lý Đơn Hàng,Công Ty TNHH SX-TM Gia Gia Phát,Cao đẳng,10 - 20 triệu,Bình Dương,21/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh/Kiến trúc - Thiết kế nội ngoại thất,2 năm,Toàn thời gian cố định,2,"Có kinh nghiệm trong các công ty sản xuất về Nội ngoại thất được ưu tiênTiếng anh giao tiếp cơ bản, trả lời các mail khách hàng khi cần thiết",https://vieclam24h.vn/marketing/nhan-vien-quan-ly-don-hang-c12p119id200282931.
Nhân Viên Kinh Doanh Khu Vực Huế -Đà Nắng,Công Ty TNHH MTV Hue One Food,Không yêu cầu bằng cấp,6 - 16 triệu,"Thừa Thiên Huế,Đà Nẵng",20/12/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Marketing,1 năm,Toàn thời gian cố định,5,"Sử dụng thành thạo vi tính văn phòng, các phần mềm liên quan đến công việc, làm việc độc lập.Nhiệt tình, năng động, độc lập, nhạy bén.Thúc đẩy kinh doanh, kỹ năng giao tiếp.Kinh nghiệm kinh doanh ít nhất 1 năm trở lên.",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-khu-vuc-hue-da-nang-c13p103id200294261.
Chuyên Viên Marketing Tổng Hợp,Công Ty TNHH Miocen,Cao đẳng,15 - 20 triệu,TP.HCM,20/12/2023,Quản lý nhóm- giám sát,Sản xuất - Lắp ráp - Chế biến/Thực phẩm - Đồ uống/Marketing,2 năm,Toàn thời gian cố định,2,"Tối thiểu 2- 3 năm kinh nghiệm ở vị trí Marketing Tổng hợp.Ưu tiên ứng viên có kinh nghiệm làm việc ngành hàng tiêu dùngThao tác thành thạo với các phần mềm, công cụ hỗ trợ làm việc trong lĩnh vực Marketing.Có kiến thức sâu rộng trong lĩnh vực truyền thông, Marketing.Hiểu biết về cách thức nghiên cứu, phân tích thị trường.Có khả năng viết lách tốt, truyền đạt thông điệp và ý tưởng một cách thu hút, hiệu quả.",https://vieclam24h.vn/san-xuat-lap-rap-che-bien/chuyen-vien-marketing-tong-hop-c9p122id200293561.
Trợ Lý Tổng Giám Đốc,Công Ty TNHH Kim Loại 2T,Đại học,15 - 40 triệu,TP.HCM,20/12/2023,Quản lý cấp trung,Hành chính - Thư ký/Bán hàng - Kinh doanh/Marketing,2 năm,Toàn thời gian cố định,1,"Nữ, độ tuổi khoảng 25-35, ngoại hình kháTiếng Anh lưu loát, ưu tiên biết thêm tiếng Hoa, thành thạo vi tính văn phòngYêu cầu cụ thể: Có kinh nghiệm ở vị trí tương đương ít nhất 2 năm.Có nghiệp vụ hoặc kinh nghiệm trong vai trò trợ lý, thư ký cho lãnh đạo doanh nghiệpCó kỹ năng giao tiếp, đàm phán, thuyết phục; biết phân tích, tổng hợp; lập báo cáo, lập kế hoạchCó tính chịu khó, ham học hỏi; có khả năng làm việc độc lập và xử lý tình huống tốt.Có kiến thức hoặc kinh nghiệm về lĩnh vực xuất nhập khẩu, thương mại quốc tế",https://vieclam24h.vn/hanh-chinh-thu-ky/tro-ly-tong-giam-doc-c1p122id200294220.
Trưởng Phòng Marketing,Cổ Phần Thương Mại Đầu Tư Và Phát Triển Vigo,Cao đẳng,15 - 30 triệu,Hà Nội,20/12/2023,Quản lý nhóm- giám sát,Marketing,3 năm,Toàn thời gian cố định,1,"-   Tốt nghiệp Cao đẳng, Đại học trở lên chuyên ngành báo chí, truyền thông, marketing-   Độ tuổi: Không giới hạn tuổi.-   3- 5 năm kinh nghiệm ở vị trí tương đương.-   Ưu tiên ứng viên đã có kinh nghiệm làm việc tại các đơn vị kinh doanh, hệ thống bán lẻ.",https://vieclam24h.vn/marketing/truong-phong-marketing-c12p73id200294191.
Chuyên Viên Content Marketing,Công Ty TNHH Top Talent,Cao đẳng,12 - 15 triệu,TP.HCM,20/12/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/Truyền hình - Báo chí - Biên tập,1 năm,Toàn thời gian cố định,2,"- 1 năm kinh nghiệm tại vị trí tương đương.- Nhanh nhạy và bắt kịp xu hướng.- Sáng tạo, linh hoạt, có khả năng chịu được áp lực công việc.",https://vieclam24h.vn/marketing/chuyen-vien-content-marketing-c12p122id200293698.
Nhân Viên Content Marketing Online (Toàn Quốc),Công Ty TNHH 2S Group,Không yêu cầu bằng cấp,6 - 20 triệu,TP.HCM,20/12/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Marketing,Dưới 1 năm,Toàn thời gian cố định,5,"Biết viết Content bán hàngCó hiểu biết về thương mại điện tửCó sử dụng tiktok, tiktok shopBiết Đánh giá các thông số quảng cáoCó khả năng làm việc nhómLên kế hoạch và xây dựng chiến lượt bán hàng",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-content-marketing-online-toan-quoc-c13p122id200294000.
Nhân Viên Marketing Biết Tiếng Trung,Công Ty TNHH Phân Phối Top Depot,Cao đẳng,10 - 20 triệu,TP.HCM,20/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh/Biên phiên dịch,1 năm,Toàn thời gian cố định,2,"Chăm chỉ, cẩn thận, nhiệt tình, có khả năng làm việc sau giờ hành chính nếu cần.Có Laptop riêng.Tự tin, nhanh nhẹn, vui vẻ, hòa đồng và thân thiện.Sử dụng máy tính văn phòng và mạng xã hội thành thạo.",https://vieclam24h.vn/marketing/nhan-vien-marketing-biet-tieng-trung-c12p122id200294043.
Nhân Viên Content Marketing - Part-Time,Công Ty TNHH Việt Nam Bếp,Không yêu cầu bằng cấp,1 - 7 triệu,TP.HCM,20/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh,Chưa có kinh nghiệm,Bán thời gian cố định,10,"Bạn cũng không cần biết quá nhiều đâu, chỉ cần bạn có các kiến thức ""XỊN"" CANVA, CAPCUT chúng tôi sẽ truyền lại kinh nghiệm bao nhiêu năm tu luyện lại cho bạn.Bạn cần update thông tin thật sự tốc độ.Biết NẤU NƯỚNG là 1 lợi thế!Bạn không cần phải quá xinh đẹp chỉ cần lúc nào bạn cũng luôn tươi cười khi gặp gỡ các đồng nghiệp, các sếp. Bạn chỉ cần giỏi việc chăm sóc bản thân và chăm chút ngoại hình khi đi làm sao cho xinh đẹp, gọn gàng. Biết dùng 2 từ “Cảm ơn” và “Xin lỗi” trong một số trường hợp cần thiết.Bạn cũng không cần phải là người quá thông minh, chỉ cần nhanh nhẹn và biết được mình cần phải làm gì.Bạn cũng không cần biết quá nhiều đâu, chỉ cần bạn có các kiến thức cơ bản chúng tôi sẽ truyền lại kinh nghiệm bao nhiêu năm tu luyện lại cho bạn.Sinh viên/ người trong độ tuổi 18 - 28 tuổi.Có trách nhiệm trong công việc, chịu được áp lực công việcƯu tiên có laptop.",https://vieclam24h.vn/marketing/nhan-vien-content-marketing-part-time-c12p122id200294103.
Digital Marketing Executive,Công Ty TNHH Koshi,Cao đẳng,12 - 18 triệu,TP.HCM,20/12/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/Xây dựng,2 năm,Toàn thời gian cố định,2,"Có kinh nghiệm làm việc ít nhất 2 nămKinh nghiệm phân tích dữ liệu và sử dụng các công cụ marketingSử dụng thành thạo phần mềm MS Office, phần mềm marketing (như Adobe Creative Suite & CRM) và công cụ SEO (Web analytics, Google Adwords...).Kiến thức về HTML, CSS và các công cụ phát triển webKỹ năng giao tiếp và viết lách tốt",https://vieclam24h.vn/marketing/digital-marketing-executive-c12p122id200274832.
Quản Lý Kinh Doanh,Công Ty Cổ Phần Du Lịch Sinh Thái Long Hải,Đại học,15 - 25 triệu,TP.HCM,19/12/2023,Quản lý nhóm- giám sát,Khách sạn - Nhà hàng - Du lịch/Marketing/Bán hàng - Kinh doanh,5 năm,Toàn thời gian cố định,1,"Chuyên môn từ 5 năm trở lên với các vị trí kinh doanh, ưu tiên ứng viên đã làm việc tại khu ResortKinh nghiệm bán hàng và khả năng tổ chức cung cấp dịch vụ khách hàng xuất sắc.Kỹ năng đàm phán và thuyết trình tốt.Kỹ năng lãnh đạo, giám sát nhân viên nhằm đạt kết quả công việc tối ưu và quản lý hiệu quả thời gian.Kỹ năng làm việc nhóm và nhạy bén trong xử lý tình huống, giải quyết than phiền một cách chuyên nghiệp, hiệu quả.",https://vieclam24h.vn/khach-san-nha-hang-du-lich/quan-ly-kinh-doanh-c5p122id200289329.
Sales Manager,Công Ty TNHH Golfzon Vina,Đại học,18 - 20 triệu,Hà Nội,19/12/2023,Quản lý cấp trung,Bán hàng - Kinh doanh/Marketing,5 năm,Toàn thời gian cố định,1,"Bachelor's degree in business, marketing, or a related fieldMinimum of 5 years of experience in sales and/or marketing (golf/IT/ service sector)Experience in managing a team of sales representativesProven ability to achieve sales targets and generate revenueStrong communication, negotiation, and interpersonal skillsAbility to analyze market trends and develop effective sales strategiesProficiency in Microsoft Office and customer relationship management (CRM) softwareAbility to work effectively in a team-oriented environmentFluent in Vietnamese and English",https://vieclam24h.vn/ban-hang-kinh-doanh/sales-manager-c13p73id200293799.
Chuyên Viên Quản Lý Kol,Công Ty TNHH TMDV Adfly Việt Nam,Cao đẳng,8 - 20 triệu,TP.HCM,19/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh,Dưới 1 năm,Toàn thời gian cố định,4,"- Nam/Nữ 22-28 tuổi. Tốt nghiệp Cao đẳng trở lên- Có kinh nghiệm ít nhất 6 tháng ở vị trí sales/ telesales/ chốt hợp đồng- Kỹ năng: thương lượng và đàm phán với KOL, khả năng lên kế hoạch quản lý, phân tích xu hướng thị trường- Chủ động, chuyên nghiệp, nhiệt tình, khéo léo",https://vieclam24h.vn/marketing/chuyen-vien-quan-ly-kol-c12p122id200289298.
Nhân Viên Vận Hành Trang Thương Mại Điện Tử,Công Ty TNHH Thương Mại - Dịch Vụ Mai,Không yêu cầu bằng cấp,10 - 12 triệu,TP.HCM,19/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh/Thông tin - Truyền thông - Quảng cáo,Dưới 1 năm,Toàn thời gian cố định,3,"- Nhanh nhẹn, hoạt bát, tư duy tích cực, cầu tiến, đam mê kinh doanh- Có kinh nghiệm quản lý các sàn thương mại điện tử từ 6 tháng trở lên.- Ưu tiên kinh nghiệm thực tế về thương mại điện tử nền tảng: Ưu tiên kinh nghiệm thực tế tại Shopee, Lazada, Tiki, Tiktokshop là lợi thế.",https://vieclam24h.vn/marketing/nhan-vien-van-hanh-trang-thuong-mai-dien-tu-c12p122id200293892.
"Giám Sát Khu Vực Tỉnh Khánh Hòa, Tỉnh Lâm Đồng","Công Ty 4 Oranges Co.,ltd",Cao đẳng,10 - 12 triệu,"Lâm Đồng,Khánh Hòa",19/12/2023,Quản lý nhóm- giám sát,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh/Marketing,2 năm,Toàn thời gian cố định,2,"- Nam / Nữ, tuổi từ 20 đến 40- Sức khỏe tốt, ngoại hình khá.- Tốt nghiệp Cao đẳng trở lên- Có ít nhất 2 năm kinh nghiệm làm Sales, Marketing, bán hàng. Ưu tiên kinh nghiệm trong nghành VLXD, trang trí nội thất và sơn nước.- Nhanh nhẹn, giao tiếp tốt- Có phương tiện đi lại (xe máy)",https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giam-sat-khu-vuc-tinh-khanh-hoa-tinh-lam-dong-c6p116id200293846.
Thực Tập Sinh Telemarketing,Global Sources,Đại học,4 - 5 triệu,TP.HCM,19/12/2023,Cộng tác viên,Marketing/Thực tập sinh,Chưa có kinh nghiệm,Thực tập,1,"• Some college education preferred. English is a must.• Proven experience in telemarketing, sales, or customer service is a plus.• Excellent communication and interpersonal skills.• Goal-oriented with a strong desire to achieve and exceed targets.",https://vieclam24h.vn/marketing/thuc-tap-sinh-telemarketing-c12p122id200293566.
Thực Tập Sinh Trợ Lý Tư Vấn Du Học Và Việc Làm Nước Ngoài,Công Ty Cổ Phần Thương Mại Dịch Vụ Và Đầu Tư Quốc Tế Jvc,Đại học,3 - 5 triệu,Hà Nội,19/12/2023,Cộng tác viên,Hành chính - Thư ký/Marketing/Nhân sự,Chưa có kinh nghiệm,Toàn thời gian cố định,3,"Độ tuổi: 21 tuổi-25 tuổiKinh nghiệm: Chấp nhận sinh viên năm cuối hoặc mới tốt nghiệp các trường Đại học Ngoại ngữ, kinh tế,…ưu tiên có kinh nghiệm và ngành học liên quan.Tiếng Anh trình độ từ B2 hoặc tương đương IELTS 6.0 trở lênƯu tiên ứng viên có kinh nghiệm làm việc trong mảng giáo dục, đào tạo, tư vấn du học, việc làm trong hoặc nước ngoàiChăm chỉ, cầu tiến, ham học hỏi và có tinh thần trách nhiệm với công việc được giao.",https://vieclam24h.vn/hanh-chinh-thu-ky/thuc-tap-sinh-tro-ly-tu-van-du-hoc-va-viec-lam-nuoc-ngoai-c1p73id200293847.
Nhân Viên Content Marketing Tại Lạc Trung Hà Nội (Đi Làm Ngay),Công Ty Cổ Phần Quốc Tế Smart Choice,Cao đẳng,8 - 12 triệu,Hà Nội,19/12/2023,Chuyên viên- nhân viên,Marketing/Thiết kế - Sáng tạo nghệ thuật,Dưới 1 năm,Toàn thời gian cố định,2,"- Tốt nghiệp Cao đẳng, Đại học, có kiến thức Marketing căn bản- Có kinh nghiệm từ 6 tháng trở lên- Ưu tiên ứng viên có kinh nghiệm Content- Nhạy bén với các xu hướng content mới, Sáng tạo, có kinh nghiệm viết lách, lập kế hoạch, chủ động trong công việc, tìm kiếm và phát triển công việc- Trách nhiệm với công việc, cẩn thận, nhiệt tình, ham học hỏi, có laptop cá nhân",https://vieclam24h.vn/quan-he-doi-ngoai/nhan-vien-content-marketing-tai-lac-trung-ha-noi-di-lam-ngay-c165p73id200142039.
Trưởng Phòng Kinh Doanh,Công Ty TNHH Thiết Bị Công Nghiệp Bảo Vinh,Đại học,15 - 50 triệu,Hà Nội,19/12/2023,Quản lý cấp trung,Bán hàng - Kinh doanh/Cơ khí - Ô tô - Tự động hóa/Marketing,3 năm,Toàn thời gian cố định,1,"-         Tốt nghiệp Đại học hoặc tương đương, ưu tiên các ngành kỹ thuật, kinh tế-         Tối thiểu 03 năm kinh nghiệm làm quản lý phòng kinh doang thiết bị phụ trợ công nghiệp, bán hàng kỹ thuật-         Ưu tiên có kinh nghiệm mảng thiết bị công nghiệp, có hiểu biết chuyên sâu về sản phẩm kỹ thuật.-         Kinh nghiệm xây dựng mạng lưới khách hàng tốt.-         Khả năng Coaching nhân viên.-         Biết một trong 2 tiếng: Anh - Trung là một lợi thế-         Thành thạo Microsoft Office (Word, Excel, PowerPoint, Outlook…)-         Khai thác, tìm kiếm trên Internet.-         Biết Solidwork, MasterCAM là một lợi thế.",https://vieclam24h.vn/ban-hang-kinh-doanh/truong-phong-kinh-doanh-c13p73id200293018.
Nhân Viên Khảo Sát / Phát Triển Thị Trường,Công Ty TNHH Acumen Houseware Industry (VN),Cao đẳng,10 - 20 triệu,Bình Dương,19/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng,1 năm,Toàn thời gian cố định,3,"- Thông thạo tiếng Anh giao tiếp và viết báo cáo bằng tiếng Anh- Sử dụng thành thạo vi tính văn phòng: Word, Excel,…- Có phương tiện di chuyển cá nhân- Không ngại giao tiếp và tiếp xúc với người lạ, Nhanh nhẹn và hoạt bát trong giao tiếp- Có kiến thức đầy đủ về các phương pháp thu thập dữ liệu (thăm dò ý kiến, nhóm tập trung, khảo sát, v.v.)- Kiến thức làm việc về lưu trữ, lập mô hình và khai thác dữ liệu- Tư duy phân tích và phê phán mạnh mẽ- Hoàn thành định mức được giao đúng thời hạn- Có tinh thần học hỏi và cầu tiến- Có khả năng làm việc nhóm, Kiên nhẫn, trung thực,",https://vieclam24h.vn/marketing/nhan-vien-khao-sat-phat-trien-thi-truong-c12p119id200293806.
Nhân Viên Kinh Doanh Part Time - Full Time,Công Ty Cổ Phần Công Nghệ Thác Số,Cao đẳng,5 - 15 triệu,TP.HCM,19/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh,Chưa có kinh nghiệm,Toàn thời gian cố định,5,- Không yêu cầu kinh nghiệm- Tuyển sinh viên năm cuối đại học - cao đẳng- Ham học hỏi - Có tinh thần cầu tiến - Nhiệt huyết trong công việc,https://vieclam24h.vn/marketing/nhan-vien-kinh-doanh-part-time-full-time-c12p122id200293788.
"Nhân Viên Telemarketing, Nghỉ Thứ 7 & Cn, Thu Nhập 8 - 15 Triệu / Tháng",Công Ty Cổ Phần Cnv Holdings,Cao đẳng,8 - 15 triệu,TP.HCM,19/12/2023,Chuyên viên- nhân viên,Marketing/Chăm sóc khách hàng/Bán hàng - Kinh doanh,Dưới 1 năm,Toàn thời gian cố định,1,"Có kiến thức về Marketing và Công nghệ là một lợi thế.Có laptop làm việc cá nhân.Kỹ năng giao tiếp tốt, giọng nói dễ nghe, trình bày ý kiến một cách rõ ràng,...Có đam mê trong lĩnh vực Sales Marketing,...",https://vieclam24h.vn/marketing/nhan-vien-telemarketing-nghi-thu-7-cn-thu-nhap-8-15-trieu-thang-c12p122id200293739.
Nhân Viên Phát Triển Kinh Doanh (Nền Tảng Zalo),Công Ty TNHH Kỹ Thuật Tự Động Việt Đông Hải,Trung cấp,9 - 11 triệu,TP.HCM,19/12/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Chăm sóc khách hàng/Marketing,1 năm,Toàn thời gian cố định,2,"Trên 1 năm kinh nghiệm Phát triển kinh doanh/ Quản lý tài khoản, ưu tiên lĩnh vực phần mềm doanh nghiệp hoặc công nghệ tiêu dùngTư duy phân tích đánh giáĐã được chứng minh khả năng thực hiện các dự án quản lý tài khoản thực tếKỹ năng nghe, đàm phán và thuyết phục",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-phat-trien-kinh-doanh-nen-tang-zalo-c13p122id200293731.
