Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Chuyên Viên Tiếp Thị Liên Kết (Affiliate MKT),Hệ Thống Siêu Thị Điện Máy HC,Thương Lượng,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sàn Thương Mại Điện Tử, Quản Lý Booking, Affiliate Marketing, Livestream, Content",https://www.vietnamworks.com/chuyen-vien-tiep-thi-lien-ket-affiliate-mkt-1720101-jv?source=searchResults&searchType=2&placement=1720101&sortBy=date
Trưởng Nhóm Phụ Trách Sản Phẩm (Shpt),"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Thương Lượng,Hà Nội,08/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Công Nghệ Sinh Học, Điện Tử Y Sinh, Xét Nghiệm Y Tế, Marketing Y Tế",https://www.vietnamworks.com/truong-nhom-phu-trach-san-pham-shpt-1711747-jv?source=searchResults&searchType=2&placement=1711747&sortBy=date
Nhân Viên Marketing,Công Ty TNHH Đức Minh,$329 - $618,Hà Nội,20/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Truyền Thông, Quảng Cáo, Adwords, Digital Marketing",https://www.vietnamworks.com/nhan-vien-marketing-1346--1715998-jv?source=searchResults&searchType=2&placement=1715998&sortBy=date
Senior Marketing Executive (From 650 USD),Công Ty TNHH Mathpresso Việt Nam,$700 - $900,Hà Nội,07/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Creating, Event and PR Management, Social Marketing, Planning Marketing Strategy",https://www.vietnamworks.com/senior-marketing-executive-from-650-usd-1722911-jv?source=searchResults&searchType=2&placement=1722911&sortBy=date
Social Marketing,Công Ty Cổ Phần Xây Dựng Hợp Lực,Thương Lượng,Hà Nội,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Marketing, Social Media Marketing, Sáng Tạo Nội Dung, Campaign Marketing, Insight Market Analysis",https://www.vietnamworks.com/social-marketing--1725226-jv?source=searchResults&searchType=2&placement=1725226&sortBy=date
Trade Marketing,Công Ty Cổ Phần Xây Dựng Hợp Lực,Thương Lượng,Hà Nội,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Nghiên Cứu Thị Trường, Đánh Giá Đối Thủ, Phát Triển Chiến Lược, Quảng Bá Thương Hiệu, Báo Cáo Kinh Doanh",https://www.vietnamworks.com/trade-marketing--1725257-jv?source=searchResults&searchType=2&placement=1725257&sortBy=date
Trưởng Bộ Phận/ Leader Marketing,Công Ty TNHH BBQ Việt Nam,$900 - $1300,Hà Nội,05/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","F&amp;B, Market Research, Truyền Thông, Marketing Strategy, Marketing Planning",https://www.vietnamworks.com/truong-bo-phan-leader-marketing-1711181-jv?source=searchResults&searchType=2&placement=1711181&sortBy=date
Product Strategy Staff,Công Ty TNHH Ô Tô Mitsubishi Việt Nam,Thương Lượng,Hồ Chí Minh,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Market Research, Automobile Knowledge, Product Development, Strategic Analysis Skill, Automotive Industry",https://www.vietnamworks.com/product-strategy-staff--1717737-jv?source=searchResults&searchType=2&placement=1717737&sortBy=date
Marketing Specialist / Manager (Nike),"Emers Vietnam Co., Ltd",Thương Lượng,Hồ Chí Minh,05/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Marketing Campaign, Strategic Marketing Management, Attention to Details, Relationship Management",https://www.vietnamworks.com/marketing-specialist-manager-nike-1722013-jv?source=searchResults&searchType=2&placement=1722013&sortBy=date
Nhân Viên Tiếng Trung,Văn Phòng Đại Diện Bigo Technology Pte. LTD Tại Thành Phố Hồ Chí Minh,Thương Lượng,Hồ Chí Minh,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sáng Tạo Nội Dung, Content, Xây Dựng Chiến Lược Nội Dung, Cập Nhật Xu Hướng, Kế Hoạch Truyền Thông",https://www.vietnamworks.com/nhan-vien-tieng-trung--1721088-jv?source=searchResults&searchType=2&placement=1721088&sortBy=date
Brand Manager (New Project),Golden Gate Trade & Service JSC,Thương Lượng,Hà Nội,12/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Brand Management, English, Brand Planning, Budget Management, Communication",https://www.vietnamworks.com/brand-manager-new-project-1724114-jv?source=searchResults&searchType=2&placement=1724114&sortBy=date
Account Supervisor (Activation & Event),Buzz Communication,$500 - $1000,Hồ Chí Minh,15/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Client Service Management, Event, Quảng Bá Tiếp Thị, Quảng Cáo Truyền Thông Sự Kiện, Tổ Chức Sự Kiện",https://www.vietnamworks.com/account-supervisor-activation-event-1714634-jv?source=searchResults&searchType=2&placement=1714634&sortBy=date
Marketing Manager,Công Ty Cổ Phần Giải Pháp Gene,Thương Lượng,Hà Nội,06/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Leadership, Healthcare, Trade Marketing, Market Research, Budget Management",https://www.vietnamworks.com/marketing-manager--1722363-jv?source=searchResults&searchType=2&placement=1722363&sortBy=date
Marketing Manager,Bin CORPORATION Group Việt Nam,Thương Lượng,Hồ Chí Minh,11/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Online Marketing, Social Media, English, Trade Marketing",https://www.vietnamworks.com/marketing-manager-1389--1723749-jv?source=searchResults&searchType=2&placement=1723749&sortBy=date
Giám Đốc Marketing (Nguồn),Vinwonders,Thương Lượng,Hà Nội,21/11/2023,Giám Đốc và Cấp Cao Hơn,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Marketing Materials Strategy, Marketing Budgeting, Marketing Development",https://www.vietnamworks.com/giam-doc-marketing-nguon--1716876-jv?source=searchResults&searchType=2&placement=1716876&sortBy=date
Trưởng Phòng Marketing,Tổ Chức Giáo Dục FPT,$1000 - $1500,Hà Nội,20/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, English, Innovation in Work",https://www.vietnamworks.com/truong-phong-marketing--1706105-jv?source=searchResults&searchType=2&placement=1706105&sortBy=date
Chuyên Gia Marketing,Ngân Hàng TMCP Đại Chúng Việt Nam,$1000 - $2000,Hà Nội,08/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Development, Tiếp Thị, Truyền Thông",https://www.vietnamworks.com/chuyen-gia-marketing--1723105-jv?source=searchResults&searchType=2&placement=1723105&sortBy=date
Marketing Generalist,Công Ty Cổ Phần Giải Pháp Gene,Thương Lượng,Hà Nội,06/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Digital Marketing, Content Marketing, Content, Copywriting",https://www.vietnamworks.com/marketing-generalist--1722282-jv?source=searchResults&searchType=2&placement=1722282&sortBy=date
Chuyên Viên Marketing Và Phát Triển Thương Hiệu – Cv3 (Mã: Ptkd.mkt.cv3),Công Ty Cổ Phần Thanh Toán Quốc Gia Việt Nam,Thương Lượng,Hà Nội,20/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Channel, Branding, Phát Triển Thương Hiệu, Quản Lý Thương Hiệu, Hệ Thống Nhận Diện Thương Hiệu",https://www.vietnamworks.com/chuyen-vien-marketing-va-phat-trien-thuong-hieu-cv3-ma-ptkd-mkt-cv3--1716349-jv?source=searchResults&searchType=2&placement=1716349&sortBy=date
Marketing,Công Ty Cổ Phần K-Beauty Worldwide Việt Nam,Thương Lượng,Hồ Chí Minh,06/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, Digital Marketing, SEO, Truyền Thông, Quảng Cáo",https://www.vietnamworks.com/marketing--1718698-jv?source=searchResults&searchType=2&placement=1718698&sortBy=date
Trade Category Manager,Masan Consumer Holdings,Thương Lượng,Hồ Chí Minh,06/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, Trade Category Management, FMCG, Category Management, Channel Strategy",https://www.vietnamworks.com/trade-category-manager-11-1--1722262-jv?source=searchResults&searchType=2&placement=1722262&sortBy=date
Chuyên Viên Digital Marketing,Công Ty CP Bột Giặt Lix,Thương Lượng,Hồ Chí Minh,06/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Facebook Ads, Youtube Advertising, Tiktok Ads, Marketing Analytics",https://www.vietnamworks.com/chuyen-vien-digital-marketing--1722272-jv?source=searchResults&searchType=2&placement=1722272&sortBy=date
Technical SEO Specialist,The Away Group Viet Nam LTD,Thương Lượng,Hồ Chí Minh,06/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Digital Marketing, Website, Content, Search Engine Optimization",https://www.vietnamworks.com/technical-seo-specialist-1722080-jv?source=searchResults&searchType=2&placement=1722080&sortBy=date
"Trưởng Phòng Marketing (Dược Phẩm, Thế Mạnh Kênh ETC)",Công Ty Cổ Phần Dược Phẩm Vĩnh Phúc,Thương Lượng,"Hà Nội, Hồ Chí Minh",06/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Marketing Dược Phẩm",https://www.vietnamworks.com/truong-phong-marketing-duoc-pham-the-manh-kenh-etc-1--1722163-jv?source=searchResults&searchType=2&placement=1722163&sortBy=date
Quản Lý Nhãn OTC (BM OTC),Công Ty Cổ Phần Dược Phẩm Vĩnh Phúc,Thương Lượng,Hà Nội,06/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông",Quản Lý Sản Phẩm,https://www.vietnamworks.com/quan-ly-nhan-otc-bm-otc-1722176-jv?source=searchResults&searchType=2&placement=1722176&sortBy=date
Nhân Viên Quản Lý Sản Phẩm Thực Phẩm Hữu Cơ (Product Marketing),Công Ty TNHH Vu An Foods,Thương Lượng,Hà Nội,06/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG, Kinh Doanh, Biotechnology, Pharmaceutics, Nghiên Cứu Sản Phẩm",https://www.vietnamworks.com/nhan-vien-quan-ly-san-pham-thuc-pham-huu-co-product-marketing-1722277-jv?source=searchResults&searchType=2&placement=1722277&sortBy=date
Chuyên Viên Phát Triển Sản Phẩm,Công Ty TNHH BIM & Xuka,Thương Lượng,Hồ Chí Minh,06/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Phát Triển Sản Phẩm, Food Product, Nghiên Cứu, Công Nghệ Thực Phẩm, Product Marketing",https://www.vietnamworks.com/chuyen-vien-phat-trien-san-pham-69-1722423-jv?source=searchResults&searchType=2&placement=1722423&sortBy=date
Nhân Viên Kinh Doanh (Lương Cứng + % Doanh Số + Thưởng ),Công Ty TNHH Wavelife,Thương Lượng,"Hà Nội, Đà Nẵng, Hồ Chí Minh",06/12/2023,Trưởng phòng,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Kinh Doanh, Bán Hàng, Tiếp Thị, Thiết Bị Vệ Sinh, Quản Lý Nhà Phân Phối",https://www.vietnamworks.com/nhan-vien-kinh-doanh-luong-cung-doanh-so-thuong--1722276-jv?source=searchResults&searchType=2&placement=1722276&sortBy=date
Strategic Insight & Business Intelligence Specialist,Japan Tobacco International,Thương Lượng,Hồ Chí Minh,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Business Intelligence, SAP, Reporting, Power BI Microsoft",https://www.vietnamworks.com/strategic-insight-business-intelligence-specialist-1725311-jv?source=searchResults&searchType=2&placement=1725311&sortBy=date
"Senior Officer, Digital Content Creator",Techcombank,Thương Lượng,"Hà Nội, Hồ Chí Minh",29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Content Development, Digital Marketing, SEO Knowledge, Social Media Campaign, Photography",https://www.vietnamworks.com/senior-officer-digital-content-creator-1719916-jv?source=searchResults&searchType=2&placement=1719916&sortBy=date
Brand Manager,JTI (Vietnam) Pte Ltd.,Thương Lượng,Hồ Chí Minh,20/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Brand Management, FMCG, Stakeholder Management, Portfolio Management",https://www.vietnamworks.com/brand-manager-557--1716262-jv?source=searchResults&searchType=2&placement=1716262&sortBy=date
Senior Marketing Planner,Garmin Vietnam,Thương Lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Planning Marketing Strategy, Campaign Execution, English, Develop Communication Plan, Marketing Budget Management",https://www.vietnamworks.com/senior-marketing-planner-1-1-1-1-1-1-2-1-1-1--1713575-jv?source=searchResults&searchType=2&placement=1713575&sortBy=date
Sale Specialist In Digital Marketing [Oversea Job In Kuala Lumpur],Tdcx Malaysia SDN. BHD,Từ $1000,Quốc tế,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sales Funnel Optimization, Sales Oriented, Marketing Trực Tuyến, Consulting",https://www.vietnamworks.com/sale-specialist-in-digital-marketing-oversea-job-in-kuala-lumpur-1721327-jv?source=searchResults&searchType=2&placement=1721327&sortBy=date
Brand Manager,Golden Gate Trade & Service JSC,Thương Lượng,Hà Nội,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Brand Management, Khảo Sát Thị Trường, Chiến Lược Truyền Thông, Quản Lý Nhãn Hàng",https://www.vietnamworks.com/brand-manager-556-2--1724759-jv?source=searchResults&searchType=2&placement=1724759&sortBy=date
PR & Marketing Manager,Công Ty TNHH Lock&Lock HCM,Thương Lượng,Hồ Chí Minh,22/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Event Planning, PR Content, Marketing Strategy, Market Research",https://www.vietnamworks.com/pr-marketing-manager--1717431-jv?source=searchResults&searchType=2&placement=1717431&sortBy=date
Field Marketing Supervisor,Công Ty An Phúc Thịnh,Thương Lượng,"Hồ Chí Minh, Hà Nội",07/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Field Marketing, Trade Marketing, FMCG, Tobacco Industry, FMCG Market",https://www.vietnamworks.com/field-marketing-supervisor-1-1-1-1-1--1722739-jv?source=searchResults&searchType=2&placement=1722739&sortBy=date
Performance Marketing Manager (Gaming Industry),Công Ty TNHH Athena Studio,$2000 - $3000,Hồ Chí Minh,22/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Google Ads Planner, Mobile Ad Network, Growth Hacking, Performance Marketing",https://www.vietnamworks.com/performance-marketing-manager-gaming-industry--1717223-jv?source=searchResults&searchType=2&placement=1717223&sortBy=date
Chuyên Viên SEO,SmartOSC,Thương Lượng,Hà Nội,08/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Keyword Research, site analysis, Search Analysis, SEO &amp; Marketing",https://www.vietnamworks.com/chuyen-vien-seo--1723286-jv?source=searchResults&searchType=2&placement=1723286&sortBy=date
Digital Marketing Executive,RT Holdings,Thương Lượng,Hồ Chí Minh,05/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Online Marketing, SEO, Social Media",https://www.vietnamworks.com/digital-marketing-executive-609--1721879-jv?source=searchResults&searchType=2&placement=1721879&sortBy=date
"[Hanoi] Assistant Manager, Marketing (Real Estate Background is preferred)",Frasers Property Vietnam,Thương Lượng,Hà Nội,05/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Real Estate, Communication Marketing, Agency Relationship Management, Marketing Planning, Industrial Park",https://www.vietnamworks.com/hanoi-assistant-manager-marketing-real-estate-background-is-preferred--1721975-jv?source=searchResults&searchType=2&placement=1721975&sortBy=date
Marketing Manager,Công Ty TNHH Instanta Việt Nam,Thương Lượng,Hải Phòng,24/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG, English, Budget Tracking, Digital Marketing, Trade Marketing",https://www.vietnamworks.com/marketing-manager-1377--1718310-jv?source=searchResults&searchType=2&placement=1718310&sortBy=date
Product Marketing Assistant Manager,Home Credit Vietnam - Explore Your Dream Team,Thương Lượng,Hồ Chí Minh,05/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Marketing, Digital Marketing, User Experience",https://www.vietnamworks.com/product-marketing-assistant-manager--1722137-jv?source=searchResults&searchType=2&placement=1722137&sortBy=date
Trưởng Phòng Marketing,Công Ty Cổ Phần Thiết Kế Và Xây Dựng Greenhn,$700 - $1000,Hà Nội,08/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Xây Dựng, Marketing Development, Lập Kế Hoạch Marketing, Nghiên Cứu Thị Trường",https://www.vietnamworks.com/truong-phong-marketing--1723120-jv?source=searchResults&searchType=2&placement=1723120&sortBy=dateTên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Brand & Marketing Specialist,"Văn Phòng Đại Diện Jomoo (Xiamen) Construction Materials CO., LTD Tại Thành Phố Hồ Chí Minh",Thương Lượng,Hà Nội,11/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Brand Marketing, Marketing Strategy, Social Media Campaign, Digital Marketing Tools, Branding Development",https://www.vietnamworks.com/brand-marketing-specialist--1723578-jv?source=searchResults&searchType=2&placement=1723628&sortBy=date
Nhân Viên Kinh Doanh Hàng Gia Dụng (Ứng Viên Không Kinh Nghiệm Được Đào Tạo),Công Ty Cổ Phần Đầu Tư Và Thương Mại Khang Việt,$643 - $2000,Hà Nội,11/12/2023,Mới Tốt Nghiệp,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Tìm Kiếm Thị Trường, Xây Dựng Kế Hoạch Bán Hàng, Quan Hệ Khách Hàng, Tiếp Thị Tư Vấn Sản Phẩm, Phát Triển Đối Tác",https://www.vietnamworks.com/nhan-vien-kinh-doanh-hang-gia-dung-ung-vien-khong-kinh-nghiem-duoc-dao-tao--1710538-jv?source=searchResults&searchType=2&placement=1710588&sortBy=date
